app_id,source,violation_type,collected_type,expected_apple_types,declared_types,data_not_collected,policy_action,manifest_violation_subtype,manifest_data_types_declared,manifest_data_types_actual,missing_data_types,manifest_tracking_declared,manifest_tracking_actual,tracking_domains_found,manifest_domains_declared,manifest_domains_actual,missing_domains,manifest_tracking_domains_declared
1082170746,label,incorrect_disclosure,geo location,"sensor, contact, billing, Precise Location",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,audio,"sensor, Audio Data",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,face,body measure,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,device info,pii,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,gameplay,Gameplay Content,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,build,software,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,name,pii,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,usage time,usage info,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,phone num,"identifier, contact, billing, Phone Number",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,user id,"identifier, account, pii, User ID",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,surrounding environment,Environment Scanning,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,identifier,pii,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,platform,,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,app ver,software,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,person name,"account, Name",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,employment,account,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,body measure,biometric,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,device_id,,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,usage info,pii,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,session,usage info,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,language,"account, software",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,browsing,Browsing History,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,email addr,"identifier, contact, billing, Email Address",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,message log,"usage info, Emails or Text Messages",,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,system ver,software,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,project,software,,True,,,,,,,,,,,,
1082170746,label,incorrect_disclosure,screen,hardware,,True,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,geo location,"sensor, contact, billing, Precise Location",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,face,body measure,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,device info,pii,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,gameplay,Gameplay Content,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,build,software,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,name,pii,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,usage time,usage info,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,phone num,"identifier, contact, billing, Phone Number",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,user id,"identifier, account, pii, User ID",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,surrounding environment,Environment Scanning,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,identifier,pii,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,platform,,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,app ver,software,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,person name,"account, Name",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,employment,account,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,body measure,biometric,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,device_id,,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,usage info,pii,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,session,usage info,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,browsing,Browsing History,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,email addr,"identifier, contact, billing, Email Address",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,message log,"usage info, Emails or Text Messages",,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,system ver,software,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,project,software,,,,,,,,,,,,,,
1082170746,policy,neglect_disclosure,screen,hardware,,,,,,,,,,,,,,
1112433234,label,neglect_disclosure,geo location,"sensor, contact, billing, Precise Location","Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,ip addr,"identifier, network","Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,model,hardware,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,face,body measure,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,device info,pii,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,build,software,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,account,pii,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,app ver,software,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,person name,"account, Name","Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,body measure,biometric,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,language,"account, software","Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,browsing,Browsing History,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,label,neglect_disclosure,system ver,software,"Crash Data, Device ID, Purchase History, Product Interaction",False,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,face,body measure,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,account,pii,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,platform,,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,person name,"account, Name",,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,body measure,biometric,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,device_id,,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,sdk_version,,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,browsing,Browsing History,,,,,,,,,,,,,,
1112433234,policy,neglect_disclosure,device_model,,,,,,,,,,,,,,,
1136800740,label,neglect_disclosure,identifier,pii,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,body measure,biometric,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,usage info,pii,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,biographical,account,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,account,pii,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,language,"account, software","Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,model,hardware,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,system ver,software,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,app ver,software,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,face,body measure,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1136800740,label,neglect_disclosure,ethnic,account,"Device ID, Product Interaction, Name, Crash Data, Email Address, User ID, Purchase History, Search History",False,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,os_version,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,geo location,"sensor, contact, billing, Precise Location",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,model,hardware,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,billing,"account, Payment Info",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,face,body measure,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,device id,"identifier, device info, pii, Device ID",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,user_id,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,gameplay,Gameplay Content,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,build,software,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,device_model,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,account,pii,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,usage time,usage info,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,phone num,"identifier, contact, billing, Phone Number",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,user id,"identifier, account, pii, User ID",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,sdk ver,software,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,identifier,pii,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,app_version,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,platform,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,app ver,software,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,body measure,biometric,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,device_id,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,sdk_version,,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,session,usage info,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,usage info,pii,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,type,hardware,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,language,"account, software",,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,system ver,software,,True,,,,,,,,,,,,
1183533416,label,incorrect_disclosure,password,account,,True,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,os_version,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,geo location,"sensor, contact, billing, Precise Location",,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,model,hardware,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,billing,"account, Payment Info",,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,face,body measure,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,device id,"identifier, device info, pii, Device ID",,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,user_id,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,gameplay,Gameplay Content,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,build,software,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,device_model,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,account,pii,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,usage time,usage info,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,phone num,"identifier, contact, billing, Phone Number",,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,user id,"identifier, account, pii, User ID",,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,sdk ver,software,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,identifier,pii,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,app_version,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,platform,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,app ver,software,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,body measure,biometric,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,device_id,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,sdk_version,,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,session,usage info,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,usage info,pii,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,system ver,software,,,,,,,,,,,,,,
1183533416,policy,neglect_disclosure,password,account,,,,,,,,,,,,,,
1229460906,label,neglect_disclosure,geo location,"sensor, contact, billing, Precise Location","Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,model,hardware,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,face,body measure,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,device info,pii,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,build,software,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,name,pii,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,account,pii,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,phone num,"identifier, contact, billing, Phone Number","Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,identifier,pii,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,app ver,software,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,person name,"account, Name","Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,body measure,biometric,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,session,usage info,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,usage info,pii,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,type,hardware,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,language,"account, software","Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,system ver,software,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,label,neglect_disclosure,password,account,"Product Interaction, Coarse Location",False,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,os_version,,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,build,software,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,device_model,,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,identifier,pii,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,app_version,,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,platform,,,,,,,,,,,,,,,
1229460906,policy,neglect_disclosure,system_version,,,,,,,,,,,,,,,
